date,description,amount,transaction_type,category,account_name,month,amount_clean,category_group,month_name,month_short,month_num,year
2018-07-31,Brewing Company,6.6,debit,Alcohol & Bars,Silver Card,2018-07,-6.6,Food & Dining,July,Jul,7,2018
2018-08-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-08,-13.13,Shopping,August,Aug,8,2018
2018-08-02,Shell,40.44,debit,Gas & Fuel,Silver Card,2018-08,-40.44,Transport,August,Aug,8,2018
2018-08-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-08,-1247.44,Housing,August,Aug,8,2018
2018-08-03,Grocery Store,6.27,debit,Groceries,Silver Card,2018-08,-6.27,Food & Dining,August,Aug,8,2018
2018-08-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,2000.0,Other,August,Aug,8,2018
2018-08-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,2018-08,-11.76,Entertainment,August,Aug,8,2018
2018-08-06,Amazon,76.47,debit,Shopping,Platinum Card,2018-08,-76.47,Shopping,August,Aug,8,2018
2018-08-09,Spotify,10.69,debit,Music,Platinum Card,2018-08,-10.69,Entertainment,August,Aug,8,2018
2018-08-09,Gas Company,30.0,debit,Utilities,Checking,2018-08,-30.0,Utilities & Bills,August,Aug,8,2018
2018-08-10,Phone Company,89.4,debit,Mobile Phone,Checking,2018-08,-89.4,Utilities & Bills,August,Aug,8,2018
2018-08-11,Chick-Fil-A,13.67,debit,Fast Food,Platinum Card,2018-08,-13.67,Food & Dining,August,Aug,8,2018
2018-08-11,Valero,33.66,debit,Gas & Fuel,Platinum Card,2018-08,-33.66,Transport,August,Aug,8,2018
2018-08-15,Shell,41.07,debit,Gas & Fuel,Platinum Card,2018-08,-41.07,Transport,August,Aug,8,2018
2018-08-15,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-08,-5.64,Food & Dining,August,Aug,8,2018
2018-08-15,Power Company,60.0,debit,Utilities,Checking,2018-08,-60.0,Utilities & Bills,August,Aug,8,2018
2018-08-16,City Water Charges,35.0,debit,Utilities,Checking,2018-08,-35.0,Utilities & Bills,August,Aug,8,2018
2018-08-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,2000.0,Other,August,Aug,8,2018
2018-08-17,Amazon,14.98,debit,Shopping,Platinum Card,2018-08,-14.98,Shopping,August,Aug,8,2018
2018-08-18,Amazon,23.47,debit,Shopping,Platinum Card,2018-08,-23.47,Shopping,August,Aug,8,2018
2018-08-20,State Farm,75.0,debit,Auto Insurance,Checking,2018-08,-75.0,Transport,August,Aug,8,2018
2018-08-24,American Tavern,42.31,debit,Restaurants,Platinum Card,2018-08,-42.31,Food & Dining,August,Aug,8,2018
2018-08-27,Internet Service Provider,74.99,debit,Internet,Checking,2018-08,-74.99,Utilities & Bills,August,Aug,8,2018
2018-08-30,Shell,35.65,debit,Gas & Fuel,Platinum Card,2018-08,-35.65,Transport,August,Aug,8,2018
2018-08-31,Grocery Store,11.64,debit,Groceries,Platinum Card,2018-08,-11.64,Food & Dining,August,Aug,8,2018
2018-08-31,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,2000.0,Other,August,Aug,8,2018
2018-09-01,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card,2018-09,-47.4,Food & Dining,September,Sep,9,2018
2018-09-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-09,-13.13,Shopping,September,Sep,9,2018
2018-09-02,Amazon,109.83,debit,Shopping,Platinum Card,2018-09,-109.83,Shopping,September,Sep,9,2018
2018-09-04,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-09,-1247.44,Housing,September,Sep,9,2018
2018-09-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,2018-09,-11.76,Entertainment,September,Sep,9,2018
2018-09-07,Gas Company,30.0,debit,Utilities,Checking,2018-09,-30.0,Utilities & Bills,September,Sep,9,2018
2018-09-09,Brewing Company,18.0,debit,Alcohol & Bars,Platinum Card,2018-09,-18.0,Food & Dining,September,Sep,9,2018
2018-09-09,Spotify,10.69,debit,Music,Platinum Card,2018-09,-10.69,Entertainment,September,Sep,9,2018
2018-09-11,BP,38.86,debit,Gas & Fuel,Platinum Card,2018-09,-38.86,Transport,September,Sep,9,2018
2018-09-11,Grocery Store,7.87,debit,Groceries,Platinum Card,2018-09,-7.87,Food & Dining,September,Sep,9,2018
2018-09-12,Grocery Store,47.16,debit,Groceries,Platinum Card,2018-09,-47.16,Food & Dining,September,Sep,9,2018
2018-09-12,Phone Company,89.4,debit,Mobile Phone,Checking,2018-09,-89.4,Utilities & Bills,September,Sep,9,2018
2018-09-13,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-09,-5.64,Food & Dining,September,Sep,9,2018
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-09,2000.0,Other,September,Sep,9,2018
2018-09-17,Grocery Store,10.17,debit,Groceries,Platinum Card,2018-09,-10.17,Food & Dining,September,Sep,9,2018
2018-09-17,Grocery Store,8.8,debit,Groceries,Platinum Card,2018-09,-8.8,Food & Dining,September,Sep,9,2018
2018-09-17,City Water Charges,35.0,debit,Utilities,Checking,2018-09,-35.0,Utilities & Bills,September,Sep,9,2018
2018-09-18,Grocery Store,4.32,debit,Groceries,Platinum Card,2018-09,-4.32,Food & Dining,September,Sep,9,2018
2018-09-18,Power Company,60.0,debit,Utilities,Checking,2018-09,-60.0,Utilities & Bills,September,Sep,9,2018
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking,2018-09,-75.0,Transport,September,Sep,9,2018
2018-09-19,Barbershop,30.0,debit,Haircut,Platinum Card,2018-09,-30.0,Shopping,September,Sep,9,2018
2018-09-20,Amazon,47.38,debit,Shopping,Platinum Card,2018-09,-47.38,Shopping,September,Sep,9,2018
2018-09-22,Hardware Store,69.4,debit,Home Improvement,Platinum Card,2018-09,-69.4,Housing,September,Sep,9,2018
2018-09-22,Hardware Store,6.83,debit,Home Improvement,Platinum Card,2018-09,-6.83,Housing,September,Sep,9,2018
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking,2018-09,-74.99,Utilities & Bills,September,Sep,9,2018
2018-09-25,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,2018-09,-48.64,Food & Dining,September,Sep,9,2018
2018-09-26,Starbucks,5.0,debit,Coffee Shops,Platinum Card,2018-09,-5.0,Food & Dining,September,Sep,9,2018
2018-09-26,Exxon,38.0,debit,Gas & Fuel,Silver Card,2018-09,-38.0,Transport,September,Sep,9,2018
2018-09-27,Valero,40.71,debit,Gas & Fuel,Platinum Card,2018-09,-40.71,Transport,September,Sep,9,2018
2018-09-28,Grocery Store,13.36,debit,Groceries,Platinum Card,2018-09,-13.36,Food & Dining,September,Sep,9,2018
2018-09-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-09,2000.0,Other,September,Sep,9,2018
2018-09-29,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-09,-23.26,Food & Dining,September,Sep,9,2018
2018-09-29,German Restaurant,46.7,debit,Restaurants,Platinum Card,2018-09,-46.7,Food & Dining,September,Sep,9,2018
2018-10-01,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2018-10,-3.0,Food & Dining,October,Oct,10,2018
2018-10-01,Grocery Store,15.66,debit,Groceries,Platinum Card,2018-10,-15.66,Food & Dining,October,Oct,10,2018
2018-10-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-10,-13.13,Shopping,October,Oct,10,2018
2018-10-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-10,-1209.18,Housing,October,Oct,10,2018
2018-10-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,2018-10,-11.76,Entertainment,October,Oct,10,2018
2018-10-06,American Tavern,27.0,debit,Restaurants,Silver Card,2018-10,-27.0,Food & Dining,October,Oct,10,2018
2018-10-08,Shell,38.06,debit,Gas & Fuel,Silver Card,2018-10,-38.06,Transport,October,Oct,10,2018
2018-10-08,Hardware Store,80.65,debit,Home Improvement,Silver Card,2018-10,-80.65,Housing,October,Oct,10,2018
2018-10-08,Hardware Store,31.2,debit,Home Improvement,Silver Card,2018-10,-31.2,Housing,October,Oct,10,2018
2018-10-09,Spotify,10.69,debit,Music,Platinum Card,2018-10,-10.69,Entertainment,October,Oct,10,2018
2018-10-09,Amazon,19.98,debit,Shopping,Platinum Card,2018-10,-19.98,Shopping,October,Oct,10,2018
2018-10-09,Gas Company,30.0,debit,Utilities,Checking,2018-10,-30.0,Utilities & Bills,October,Oct,10,2018
2018-10-10,Grocery Store,53.68,debit,Groceries,Silver Card,2018-10,-53.68,Food & Dining,October,Oct,10,2018
2018-10-11,Phone Company,89.4,debit,Mobile Phone,Checking,2018-10,-89.4,Utilities & Bills,October,Oct,10,2018
2018-10-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-10,2000.0,Other,October,Oct,10,2018
2018-10-16,Power Company,60.0,debit,Utilities,Checking,2018-10,-60.0,Utilities & Bills,October,Oct,10,2018
2018-10-17,City Water Charges,35.0,debit,Utilities,Checking,2018-10,-35.0,Utilities & Bills,October,Oct,10,2018
2018-10-18,State Farm,75.0,debit,Auto Insurance,Checking,2018-10,-75.0,Transport,October,Oct,10,2018
2018-10-18,Grocery Store,33.55,debit,Groceries,Platinum Card,2018-10,-33.55,Food & Dining,October,Oct,10,2018
2018-10-18,Hardware Store,45.24,debit,Home Improvement,Platinum Card,2018-10,-45.24,Housing,October,Oct,10,2018
2018-10-18,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2018-10,-8.0,Food & Dining,October,Oct,10,2018
2018-10-22,BP,34.66,debit,Gas & Fuel,Platinum Card,2018-10,-34.66,Transport,October,Oct,10,2018
2018-10-23,Grocery Store,7.57,debit,Groceries,Platinum Card,2018-10,-7.57,Food & Dining,October,Oct,10,2018
2018-10-25,Internet Service Provider,74.99,debit,Internet,Checking,2018-10,-74.99,Utilities & Bills,October,Oct,10,2018
2018-10-25,Amazon,29.98,debit,Shopping,Platinum Card,2018-10,-29.98,Shopping,October,Oct,10,2018
2018-10-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-10,2000.0,Other,October,Oct,10,2018
2018-10-27,American Tavern,25.4,debit,Restaurants,Silver Card,2018-10,-25.4,Food & Dining,October,Oct,10,2018
2018-10-28,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,2018-10,-12.71,Food & Dining,October,Oct,10,2018
2018-10-28,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,2018-10,-14.75,Food & Dining,October,Oct,10,2018
2018-10-28,Grocery Store,92.49,debit,Groceries,Platinum Card,2018-10,-92.49,Food & Dining,October,Oct,10,2018
2018-10-28,Italian Restaurant,54.0,debit,Restaurants,Platinum Card,2018-10,-54.0,Food & Dining,October,Oct,10,2018
2018-10-31,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-10,-5.64,Food & Dining,October,Oct,10,2018
2018-11-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-11,-13.13,Shopping,November,Nov,11,2018
2018-11-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-11,-1209.18,Housing,November,Nov,11,2018
2018-11-03,Pizza Place,23.66,debit,Fast Food,Platinum Card,2018-11,-23.66,Food & Dining,November,Nov,11,2018
2018-11-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,2018-11,-11.76,Entertainment,November,Nov,11,2018
2018-11-05,Shell,36.51,debit,Gas & Fuel,Platinum Card,2018-11,-36.51,Transport,November,Nov,11,2018
2018-11-06,Amazon,53.95,debit,Shopping,Platinum Card,2018-11,-53.95,Shopping,November,Nov,11,2018
2018-11-06,Gas Company,30.0,debit,Utilities,Checking,2018-11,-30.0,Utilities & Bills,November,Nov,11,2018
2018-11-08,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-11,-5.64,Food & Dining,November,Nov,11,2018
2018-11-09,Spotify,10.69,debit,Music,Platinum Card,2018-11,-10.69,Entertainment,November,Nov,11,2018
2018-11-09,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-11,2000.0,Other,November,Nov,11,2018
2018-11-10,Brewing Company,27.0,debit,Alcohol & Bars,Platinum Card,2018-11,-27.0,Food & Dining,November,Nov,11,2018
2018-11-10,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,2018-11,-14.19,Food & Dining,November,Nov,11,2018
2018-11-10,Food Truck,24.4,debit,Groceries,Platinum Card,2018-11,-24.4,Food & Dining,November,Nov,11,2018
2018-11-12,Grocery Store,10.18,debit,Groceries,Platinum Card,2018-11,-10.18,Food & Dining,November,Nov,11,2018
2018-11-12,American Tavern,22.33,debit,Restaurants,Silver Card,2018-11,-22.33,Food & Dining,November,Nov,11,2018
2018-11-13,Grocery Store,4.8,debit,Groceries,Platinum Card,2018-11,-4.8,Food & Dining,November,Nov,11,2018
2018-11-13,Grocery Store,37.43,debit,Groceries,Platinum Card,2018-11,-37.43,Food & Dining,November,Nov,11,2018
2018-11-13,Grocery Store,10.15,debit,Groceries,Platinum Card,2018-11,-10.15,Food & Dining,November,Nov,11,2018
2018-11-13,Phone Company,89.54,debit,Mobile Phone,Checking,2018-11,-89.54,Utilities & Bills,November,Nov,11,2018
2018-11-14,Power Company,60.0,debit,Utilities,Checking,2018-11,-60.0,Utilities & Bills,November,Nov,11,2018
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking,2018-11,-35.0,Utilities & Bills,November,Nov,11,2018
2018-11-17,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,2018-11,-22.8,Food & Dining,November,Nov,11,2018
2018-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card,2018-11,-15.47,Housing,November,Nov,11,2018
2018-11-17,Hardware Store,6.4,debit,Home Improvement,Platinum Card,2018-11,-6.4,Housing,November,Nov,11,2018
2018-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-11,-23.26,Food & Dining,November,Nov,11,2018
2018-11-19,Brewing Company,20.0,debit,Alcohol & Bars,Silver Card,2018-11,-20.0,Food & Dining,November,Nov,11,2018
2018-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,2018-11,-29.15,Transport,November,Nov,11,2018
2018-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card,2018-11,-10.02,Housing,November,Nov,11,2018
2018-11-20,State Farm,75.0,debit,Auto Insurance,Checking,2018-11,-75.0,Transport,November,Nov,11,2018
2018-11-21,Grocery Store,5.64,debit,Groceries,Silver Card,2018-11,-5.64,Food & Dining,November,Nov,11,2018
2018-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card,2018-11,-37.41,Housing,November,Nov,11,2018
2018-11-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-11,2000.0,Other,November,Nov,11,2018
2018-11-26,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,2018-11,-16.8,Food & Dining,November,Nov,11,2018
2018-11-26,Internet Service Provider,74.99,debit,Internet,Checking,2018-11,-74.99,Utilities & Bills,November,Nov,11,2018
2018-11-27,Movie Theater,17.0,debit,Movies & DVDs,Silver Card,2018-11,-17.0,Entertainment,November,Nov,11,2018
2018-11-27,American Tavern,28.4,debit,Restaurants,Silver Card,2018-11,-28.4,Food & Dining,November,Nov,11,2018
2018-11-30,Grocery Store,6.27,debit,Groceries,Silver Card,2018-11,-6.27,Food & Dining,November,Nov,11,2018
2018-12-01,Grocery Store,5.64,debit,Groceries,Silver Card,2018-12,-5.64,Food & Dining,December,Dec,12,2018
2018-12-01,Brunch Restaurant,8.0,debit,Restaurants,Silver Card,2018-12,-8.0,Food & Dining,December,Dec,12,2018
2018-12-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-12,-13.13,Shopping,December,Dec,12,2018
2018-12-03,BP,30.03,debit,Gas & Fuel,Silver Card,2018-12,-30.03,Transport,December,Dec,12,2018
2018-12-03,Grocery Store,148.15,debit,Groceries,Silver Card,2018-12,-148.15,Food & Dining,December,Dec,12,2018
2018-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-12,-1209.18,Housing,December,Dec,12,2018
2018-12-04,Starbucks,3.0,debit,Coffee Shops,Silver Card,2018-12,-3.0,Food & Dining,December,Dec,12,2018
2018-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,2018-12,-20.65,Food & Dining,December,Dec,12,2018
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,2018-12,-11.76,Entertainment,December,Dec,12,2018
2018-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card,2018-12,-21.38,Food & Dining,December,Dec,12,2018
2018-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card,2018-12,-13.48,Food & Dining,December,Dec,12,2018
2018-12-06,Gas Company,40.0,debit,Utilities,Checking,2018-12,-40.0,Utilities & Bills,December,Dec,12,2018
2018-12-07,Barbershop,30.0,debit,Haircut,Platinum Card,2018-12,-30.0,Shopping,December,Dec,12,2018
2018-12-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-12,2000.0,Other,December,Dec,12,2018
2018-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card,2018-12,-12.64,Food & Dining,December,Dec,12,2018
2018-12-09,Spotify,10.69,debit,Music,Platinum Card,2018-12,-10.69,Entertainment,December,Dec,12,2018
2018-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,2018-12,-10.29,Food & Dining,December,Dec,12,2018
2018-12-12,Phone Company,89.54,debit,Mobile Phone,Checking,2018-12,-89.54,Utilities & Bills,December,Dec,12,2018
2018-12-13,Thai Restaurant,27.0,debit,Restaurants,Silver Card,2018-12,-27.0,Food & Dining,December,Dec,12,2018
2018-12-14,Grocery Store,21.39,debit,Groceries,Silver Card,2018-12,-21.39,Food & Dining,December,Dec,12,2018
2018-12-14,Hardware Store,17.1,debit,Home Improvement,Silver Card,2018-12,-17.1,Housing,December,Dec,12,2018
2018-12-14,Power Company,60.0,debit,Utilities,Checking,2018-12,-60.0,Utilities & Bills,December,Dec,12,2018
2018-12-17,American Tavern,63.0,debit,Food & Dining,Silver Card,2018-12,-63.0,Food & Dining,December,Dec,12,2018
2018-12-17,BP,20.01,debit,Gas & Fuel,Silver Card,2018-12,-20.01,Transport,December,Dec,12,2018
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking,2018-12,-35.0,Utilities & Bills,December,Dec,12,2018
2018-12-18,Starbucks,3.0,debit,Coffee Shops,Silver Card,2018-12,-3.0,Food & Dining,December,Dec,12,2018
2018-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,2018-12,-56.52,Food & Dining,December,Dec,12,2018
2018-12-18,Amazon,49.99,debit,Shopping,Platinum Card,2018-12,-49.99,Shopping,December,Dec,12,2018
2018-12-18,Amazon,41.72,debit,Shopping,Platinum Card,2018-12,-41.72,Shopping,December,Dec,12,2018
2018-12-18,Amazon,24.3,debit,Shopping,Platinum Card,2018-12,-24.3,Shopping,December,Dec,12,2018
2018-12-19,State Farm,75.0,debit,Auto Insurance,Checking,2018-12,-75.0,Transport,December,Dec,12,2018
2018-12-19,Amazon,43.01,debit,Shopping,Platinum Card,2018-12,-43.01,Shopping,December,Dec,12,2018
2018-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card,2018-12,-30.38,Transport,December,Dec,12,2018
2018-12-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-12,2000.0,Other,December,Dec,12,2018
2018-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card,2018-12,-21.38,Food & Dining,December,Dec,12,2018
2018-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card,2018-12,-22.14,Housing,December,Dec,12,2018
2018-12-23,Hardware Store,28.0,debit,Home Improvement,Platinum Card,2018-12,-28.0,Housing,December,Dec,12,2018
2018-12-24,Hardware Store,38.4,debit,Home Improvement,Platinum Card,2018-12,-38.4,Housing,December,Dec,12,2018
2018-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,2018-12,-56.07,Food & Dining,December,Dec,12,2018
2018-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card,2018-12,-32.47,Transport,December,Dec,12,2018
2018-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card,2018-12,-7.48,Transport,December,Dec,12,2018
2018-12-26,Internet Service Provider,75.99,debit,Internet,Checking,2018-12,-75.99,Utilities & Bills,December,Dec,12,2018
2018-12-26,Amazon,44.99,debit,Shopping,Platinum Card,2018-12,-44.99,Shopping,December,Dec,12,2018
2018-12-28,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card,2018-12,-12.0,Food & Dining,December,Dec,12,2018
2018-12-29,Brewing Company,14.0,debit,Alcohol & Bars,Silver Card,2018-12,-14.0,Food & Dining,December,Dec,12,2018
2018-12-29,Grocery Store,55.04,debit,Groceries,Silver Card,2018-12,-55.04,Food & Dining,December,Dec,12,2018
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-01,-13.09,Shopping,January,Jan,1,2019
2019-01-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-01,-1100.0,Housing,January,Jan,1,2019
2019-01-03,Amazon,42.1,debit,Shopping,Platinum Card,2019-01,-42.1,Shopping,January,Jan,1,2019
2019-01-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-01,2000.0,Other,January,Jan,1,2019
2019-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card,2019-01,-23.49,Food & Dining,January,Jan,1,2019
2019-01-08,Gas Company,45.0,debit,Utilities,Checking,2019-01,-45.0,Utilities & Bills,January,Jan,1,2019
2019-01-09,Spotify,10.69,debit,Music,Platinum Card,2019-01,-10.69,Entertainment,January,Jan,1,2019
2019-01-10,Grocery Store,58.79,debit,Groceries,Silver Card,2019-01,-58.79,Food & Dining,January,Jan,1,2019
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card,2019-01,-30.0,Shopping,January,Jan,1,2019
2019-01-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-01,-65.0,Utilities & Bills,January,Jan,1,2019
2019-01-14,Shell,28.92,debit,Gas & Fuel,Silver Card,2019-01,-28.92,Transport,January,Jan,1,2019
2019-01-15,Grocery Store,6.06,debit,Groceries,Silver Card,2019-01,-6.06,Food & Dining,January,Jan,1,2019
2019-01-16,City Water Charges,35.0,debit,Utilities,Checking,2019-01,-35.0,Utilities & Bills,January,Jan,1,2019
2019-01-16,Power Company,60.0,debit,Utilities,Checking,2019-01,-60.0,Utilities & Bills,January,Jan,1,2019
2019-01-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-01,-75.0,Transport,January,Jan,1,2019
2019-01-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-01,2000.0,Other,January,Jan,1,2019
2019-01-24,Grocery Store,21.06,debit,Groceries,Silver Card,2019-01,-21.06,Food & Dining,January,Jan,1,2019
2019-01-24,Amazon,11.7,debit,Shopping,Platinum Card,2019-01,-11.7,Shopping,January,Jan,1,2019
2019-01-24,Amazon,4.21,debit,Shopping,Platinum Card,2019-01,-4.21,Shopping,January,Jan,1,2019
2019-01-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-01,-75.0,Utilities & Bills,January,Jan,1,2019
2019-01-31,Shell,31.32,debit,Gas & Fuel,Silver Card,2019-01,-31.32,Transport,January,Jan,1,2019
2019-02-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-02,2000.0,Other,February,Feb,2,2019
2019-02-01,Roadside Diner,9.47,debit,Restaurants,Silver Card,2019-02,-9.47,Food & Dining,February,Feb,2,2019
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-02,-13.09,Shopping,February,Feb,2,2019
2019-02-04,Hardware Store,86.97,debit,Home Improvement,Silver Card,2019-02,-86.97,Housing,February,Feb,2,2019
2019-02-04,Netflix,11.76,debit,Television,Platinum Card,2019-02,-11.76,Utilities & Bills,February,Feb,2,2019
2019-02-05,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-02,-1100.0,Housing,February,Feb,2,2019
2019-02-07,Gas Company,65.0,debit,Utilities,Checking,2019-02,-65.0,Utilities & Bills,February,Feb,2,2019
2019-02-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-02,-3.0,Food & Dining,February,Feb,2,2019
2019-02-08,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,2019-02,-27.47,Food & Dining,February,Feb,2,2019
2019-02-09,Spotify,10.69,debit,Music,Platinum Card,2019-02,-10.69,Entertainment,February,Feb,2,2019
2019-02-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-02,-3.0,Food & Dining,February,Feb,2,2019
2019-02-11,BP,24.01,debit,Gas & Fuel,Platinum Card,2019-02,-24.01,Transport,February,Feb,2,2019
2019-02-12,Grocery Store,30.54,debit,Groceries,Platinum Card,2019-02,-30.54,Food & Dining,February,Feb,2,2019
2019-02-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-02,-65.0,Utilities & Bills,February,Feb,2,2019
2019-02-13,Grocery Store,8.21,debit,Groceries,Platinum Card,2019-02,-8.21,Food & Dining,February,Feb,2,2019
2019-02-15,Grocery Store,4.59,debit,Groceries,Platinum Card,2019-02,-4.59,Food & Dining,February,Feb,2,2019
2019-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-02,2000.0,Other,February,Feb,2,2019
2019-02-15,Power Company,60.0,debit,Utilities,Checking,2019-02,-60.0,Utilities & Bills,February,Feb,2,2019
2019-02-16,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card,2019-02,-8.0,Food & Dining,February,Feb,2,2019
2019-02-16,American Tavern,32.75,debit,Restaurants,Platinum Card,2019-02,-32.75,Food & Dining,February,Feb,2,2019
2019-02-16,Amazon,37.45,debit,Shopping,Platinum Card,2019-02,-37.45,Shopping,February,Feb,2,2019
2019-02-19,City Water Charges,35.0,debit,Utilities,Checking,2019-02,-35.0,Utilities & Bills,February,Feb,2,2019
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-02,-75.0,Transport,February,Feb,2,2019
2019-02-20,Barbershop,30.0,debit,Haircut,Platinum Card,2019-02,-30.0,Shopping,February,Feb,2,2019
2019-02-21,Grocery Store,46.96,debit,Groceries,Silver Card,2019-02,-46.96,Food & Dining,February,Feb,2,2019
2019-02-25,BP,33.8,debit,Gas & Fuel,Silver Card,2019-02,-33.8,Transport,February,Feb,2,2019
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-02,-75.0,Utilities & Bills,February,Feb,2,2019
2019-02-27,Roadside Diner,25.77,debit,Restaurants,Silver Card,2019-02,-25.77,Food & Dining,February,Feb,2,2019
2019-02-28,Grocery Store,32.07,debit,Groceries,Silver Card,2019-02,-32.07,Food & Dining,February,Feb,2,2019
2019-03-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,2000.0,Other,March,Mar,3,2019
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-03,-13.09,Shopping,March,Mar,3,2019
2019-03-04,Grocery Store,92.04,debit,Groceries,Silver Card,2019-03,-92.04,Food & Dining,March,Mar,3,2019
2019-03-04,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-03,-1100.0,Housing,March,Mar,3,2019
2019-03-04,Netflix,11.76,debit,Television,Platinum Card,2019-03,-11.76,Utilities & Bills,March,Mar,3,2019
2019-03-05,Fancy Restaurant,7.0,debit,Restaurants,Silver Card,2019-03,-7.0,Food & Dining,March,Mar,3,2019
2019-03-08,BP,34.08,debit,Gas & Fuel,Platinum Card,2019-03,-34.08,Transport,March,Mar,3,2019
